시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하rur개수,전세매물최고,전세가율,전세매물최저,전세매물개수
서울특별시,강서구,마곡엠밸리9단지(소형),https://new.land.naver.com/complexes/131224,2021.02.15.,"1,529세대(국민임대 512세대, 공공임대 55세대 포함, 총19동)",11억3천,10억1천,0,10억5천,-7,8건,0건,6억3천,51,6억3천,1건
서울특별시,강서구,강서한강자이(소형),https://new.land.naver.com/complexes/103293,2013.09.25.,"790세대(장기전세 81세대 포함, 총10동)",11억9천,10억1천,0,10억2천,-14,1건,0건,,,,
서울특별시,강서구,우장산힐스테이트(소형),https://new.land.naver.com/complexes/11337,2005.05.04.,"2,198세대(40동)",12억,8억6천,9억2천,10억1천,-15,19건,0건,6억3천,49,6억3천,1건
서울특별시,강서구,강서한강월드메르디앙(국평),https://new.land.naver.com/complexes/18974,2006.05.25.,144세대(1동),10억9천500,7억5천,0,10억,-8,5건,0건,6억,56,6억,1건
서울특별시,강서구,마곡13단지힐스테이트마스터(소형),https://new.land.naver.com/complexes/109799,2017.04.10.,"1,194세대(22동)",13억8천,9억,10억7천,10억,-27,31건,13건,7억,54,6억,8건
서울특별시,강서구,우장산숲아이파크(소형),https://new.land.naver.com/complexes/131485,2022.11.,576세대(10동),9억,6억9천500,0,10억,11,2건,0건,6억5천,54,6억5천,1건
서울특별시,강서구,우장산롯데캐슬(국평),https://new.land.naver.com/complexes/3331,2003.09.06.,"1,164세대(21동)",13억,9억5천,9억6천600,9억8천,-24,31건,19건,6억5천,54,6억,10건
서울특별시,강서구,마곡수명산파크1단지(국평),https://new.land.naver.com/complexes/25967,2007.11.01.,"1,421세대(국민임대 841세대 포함, 총16동)",13억,8억7천,9억8천800,9억6천,-26,18건,10건,6억8천,57,5억7천,5건
서울특별시,강서구,한강타운(국평),https://new.land.naver.com/complexes/1351,1993.06.15.,990세대(11동),13억7천200,9억,10억1천500,9억5천,-30,30건,17건,5억5천,46,5억,6건
서울특별시,강서구,화곡푸르지오(국평),https://new.land.naver.com/complexes/3330,2002.10.31.,"2,176세대(50동)",12억500,8억8천,8억8천,9억5천,-21,24건,3건,6억5천,58,6억,4건
서울특별시,강서구,마곡수명산파크4단지(국평),https://new.land.naver.com/complexes/26123,2008.02.20.,"919세대(장기전세 289세대 포함, 총14동)",11억8천,7억4천,9억3천,9억5천,-19,12건,0건,6억,52,5억8천,3건
서울특별시,강서구,"우장산아이파크,이편한세상(소형)",,2008.01.08.,"2,517세대(42동)",11억9천,7억2천,8억8천,9억5천,-20,15건,1건,6억3천,58,6억2천,4건
서울특별시,강서구,강서힐스테이트(소형),https://new.land.naver.com/complexes/103305,2015.08.19.,"2,603세대(37동)",12억4천500,8억2천,9억4천,9억4천,-24,22건,5건,6억2천,50,6억,5건
서울특별시,강서구,마곡수명산파크3단지(국평),https://new.land.naver.com/complexes/25968,2007.09.21.,"518세대(장기전세 281세대 포함, 총8동)",11억8천,8억500,0,9억3천,-21,4건,1건,5억8천,48,5억8천,1건
서울특별시,강서구,등촌동아이파크(국평),https://new.land.naver.com/complexes/13859,2004.01.07.,"1,653세대(29동)",12억9천500,8억700,8억8천800,9억,-30,32건,25건,7억,58,6억2천,12건
서울특별시,강서구,강변힐스테이트(소형),https://new.land.naver.com/complexes/9161,2005.06.28.,417세대(7동),10억2천500,8억5천,0,9억,-12,3건,0건,5억3천,52,5억3천,1건
서울특별시,강서구,마곡푸르지오(소형),https://new.land.naver.com/complexes/24833,2008.06.09.,"341세대(기타임대 23세대 포함, 총7동)",11억,7억4천500,8억6천,8억8천,-20,4건,2건,,,,
서울특별시,강서구,마곡수명산파크4단지(소형),https://new.land.naver.com/complexes/26123,2008.02.20.,"919세대(장기전세 289세대 포함, 총14동)",9억4천,6억8천,7억7천,8억,-14,17건,0건,5억3천,48,4억7천,2건
서울특별시,관악구,e편한세상서울대입구2차(국평),https://new.land.naver.com/complexes/108126,2020.04.29.,"519세대(기타임대 89세대 포함, 총10동)",13억500,9억7천500,11억3천200,11억1천,-14,22건,0건,7억2천,55,7억1천,3건
서울특별시,관악구,e편한세상서울대입구1단지(국평),,2019.06.25.,"1,531세대(기타임대 294세대 포함, 총22동)",14억3천,10억,11억2천400,10억6천,-25,63건,16건,7억,54,7억,3건
서울특별시,관악구,낙성대현대홈타운(국평),https://new.land.naver.com/complexes/3332,2002.02.25.,297세대(2동),11억9천200,10억3천,0,10억3천,-13,6건,0건,6억8천,58,6억8천,1건
서울특별시,관악구,e편한세상서울대입구1단지(소형),,2019.06.25.,"1,531세대(기타임대 294세대 포함, 총22동)",12억,8억7천,9억7천,9억8천,-18,15건,0건,6억5천,62,6억5천,2건
서울특별시,관악구,관악동부센트레빌(국평),https://new.land.naver.com/complexes/9497,2004.05.28.,487세대(7동),10억9천,8억5천,0,9억5천,-12,8건,0건,,,,
서울특별시,관악구,e편한세상서울대입구2차(소형),https://new.land.naver.com/complexes/108126,2020.04.29.,"519세대(기타임대 89세대 포함, 총10동)",9억7천,8억5천500,0,9억5천,-2,13건,0건,6억2천,62,6억2천,1건
서울특별시,관악구,두산(국평),https://new.land.naver.com/complexes/3034,2000.12.28.,"2,001세대(25동)",13억2천,8억6천500,9억5천500,9억1천,-31,17건,17건,6억5천,62,6억,10건
서울특별시,관악구,관악푸르지오(국평),https://new.land.naver.com/complexes/2988,2004.08.26.,"2,104세대(23동)",11억4천900,8억,9억2천,8억9천,-22,21건,3건,7억,65,7억,1건
서울특별시,관악구,관악파크푸르지오(국평),https://new.land.naver.com/complexes/107439,2014.09.19.,363세대(7동),10억7천,8억3천,0,8억9천,-16,9건,0건,5억8천,53,5억7천,4건
서울특별시,관악구,신림푸르지오(국평),https://new.land.naver.com/complexes/8877,2005.06.21.,"1,456세대(23동)",11억6천,8억,8억9천,8억6천,-25,31건,10건,5억7천,48,5억7천,1건
서울특별시,관악구,관악동부센트레빌(소형),https://new.land.naver.com/complexes/9497,2004.05.28.,487세대(7동),9억7천800,7억5천,0,8억3천,-15,10건,0건,5억3천,58,4억9천,3건
서울특별시,관악구,보라매삼성(국평),https://new.land.naver.com/complexes/48,1996.04.25.,710세대(8동),10억8천,7억9천,0,8억1천,-25,53건,13건,7억,60,5억4천,5건
서울특별시,관악구,벽산블루밍3차(국평),https://new.land.naver.com/complexes/10413,2004.12.20.,281세대(5동),9억8천,8억,0,8억,-18,8건,0건,6억,67,5억2천,5건
서울특별시,관악구,두산(소형),https://new.land.naver.com/complexes/3034,2000.12.28.,"2,001세대(25동)",9억9천500,6억5천,7억5천,8억,-19,12건,0건,5억2천,58,5억2천,2건
서울특별시,관악구,신림푸르지오(소형),https://new.land.naver.com/complexes/8877,2005.06.21.,"1,456세대(23동)",8억9천600,7억500,0,7억6천,-15,10건,0건,,,,
서울특별시,관악구,벽산블루밍3차(소형),https://new.land.naver.com/complexes/10413,2004.12.20.,281세대(5동),8억9천,7억4천,0,7억6천,-14,2건,0건,,,,
서울특별시,관악구,관악파크푸르지오(소형),https://new.land.naver.com/complexes/107439,2014.09.19.,363세대(7동),8억7천,7억5천,0,7억6천,-12,4건,0건,5억,60,4억5천,3건
서울특별시,관악구,신림현대(국평),https://new.land.naver.com/complexes/58,1993.05.25.,"1,634세대(12동)",10억,7억1천500,7억2천500,7억3천,-27,19건,16건,4억3천,48,3억9천,3건
서울특별시,관악구,관악푸르지오(소형),https://new.land.naver.com/complexes/2988,2004.08.26.,"2,104세대(23동)",9억4천,6억1천,6억9천,7억3천,-22,40건,14건,5억,59,4억5천,5건
서울특별시,관악구,서울대입구삼성(소형),https://new.land.naver.com/complexes/1047,1999.10.28.,254세대(3동),8억1천,6억3천,6억8천,7억,-13,13건,0건,4억5천,56,4억4천,3건
서울특별시,관악구,관악산휴먼시아2단지(국평),https://new.land.naver.com/complexes/8895,2008.03.13.,"2,265세대(32동)",8억2천,6억2천500,6억2천500,6억2천,-24,38건,6건,5억5천,69,4억7천,2건
서울특별시,관악구,신림현대(소형),https://new.land.naver.com/complexes/58,1993.05.25.,"1,634세대(12동)",7억9천,6억,6억,6억,-24,10건,5건,3억7천,54,3억7천,2건
서울특별시,관악구,관악산휴먼시아1단지(소형),https://new.land.naver.com/complexes/100344,2008.03.13.,545세대(7동),7억5천,5억3천500,5억3천500,5억8천,-22,9건,4건,4억,62,3억5천,5건
서울특별시,관악구,관악산휴먼시아2단지(소형),https://new.land.naver.com/complexes/8895,2008.03.13.,"2,265세대(32동)",7억3천,5억2천,5억2천,5억7천,-21,26건,15건,4억,61,3억7천,4건
서울특별시,광진구,광장힐스테이트(국평),https://new.land.naver.com/complexes/100514,2012.03.28.,453세대(5동),21억8천,17억6천,18억3천,19억5천,-10,2건,0건,12억5천,64,12억5천,1건
서울특별시,광진구,극동1(국평),https://new.land.naver.com/complexes/66,1985.09.14.,448세대(5동),18억5천,15억6천,16억8천500,16억5천,-10,12건,0건,6억5천,36,6억,17건
서울특별시,광진구,이튼타워리버5차(국평),https://new.land.naver.com/complexes/27366,2009.09.15.,279세대(4동),18억,15억5천,18억,16억,-11,9건,0건,,,,
서울특별시,광진구,현대5(국평),https://new.land.naver.com/complexes/907,1989.04.21.,581세대(6동),18억4천,13억2천,15억,15억9천,-13,7건,0건,7억5천,45,7억3천,9건
서울특별시,광진구,극동2(국평),https://new.land.naver.com/complexes/67,1989.03.24.,896세대(11동),18억,12억8천500,15억9천,15억9천,-11,15건,0건,6억5천,37,5억3천,8건
서울특별시,광진구,e편한세상광진그랜드파크(국평),https://new.land.naver.com/complexes/125105,2022.01.,730세대(11동),17억3천,14억,0,15억5천,-10,24건,0건,12억,63,9억5천,20건
서울특별시,광진구,자양8차현대홈타운(국평),https://new.land.naver.com/complexes/3347,2002.05.08.,257세대(5동),15억3천,13억,0,15억,-1,1건,0건,,,,
서울특별시,광진구,현대프라임(국평),https://new.land.naver.com/complexes/84,1997.03.28.,"1,592세대(15동)",17억2천,14억3천500,0,14억5천,-15,16건,0건,7억5천,45,6억8천,15건
서울특별시,광진구,우방리버파크(국평),https://new.land.naver.com/complexes/3342,2003.10.14.,214세대(3동),13억9천,11억5천,0,14억,0,4건,0건,7억,41,7억,2건
서울특별시,광진구,우성3(국평),https://new.land.naver.com/complexes/93,1989.12.30.,464세대(7동),17억,11억7천,0,14억,-17,7건,0건,,,,
서울특별시,광진구,래미안프리미어팰리스(국평),https://new.land.naver.com/complexes/109998,2017.10.,"264세대(기타임대 49세대 포함, 총2동)",16억5천,12억,0,14억,-15,9건,0건,8억,52,8억,1건
서울특별시,광진구,자양7차현대홈타운(국평),https://new.land.naver.com/complexes/3345,2001.05.31.,252세대(4동),15억7천,11억7천,12억,14억,-10,1건,0건,,,,
서울특별시,광진구,한강현대(국평),https://new.land.naver.com/complexes/2998,1993.11.20.,204세대(2동),15억,10억5천,10억5천,14억,-6,4건,0건,7억,48,6억3천,2건
서울특별시,광진구,래미안파크스위트(국평),https://new.land.naver.com/complexes/112339,2018.09.27.,854세대(12동),14억9천500,13억5천,13억5천,14억,-6,21건,0건,9억,50,9억,2건
서울특별시,광진구,현대파크빌(국평),https://new.land.naver.com/complexes/24721,2000.08.31.,"1,170세대(13동)",18억,13억,0,13억8천,-23,26건,5건,9억,56,8억,23건
서울특별시,광진구,자양10차현대홈타운(국평),https://new.land.naver.com/complexes/3344,2002.10.30.,245세대(6동),15억5천,11억7천,13억2천,13억4천,-13,4건,0건,,,,
서울특별시,광진구,구의현대2단지(국평),https://new.land.naver.com/complexes/81,1996.12.12.,"1,606세대(15동)",16억2천,11억6천,13억500,13억,-19,53건,0건,8억8천,59,6억5천,33건
서울특별시,광진구,청구(국평),https://new.land.naver.com/complexes/73,1996.07.05.,654세대(4동),15억5천,11억5천,0,12억9천,-16,12건,0건,8억,59,7억7천,8건
서울특별시,광진구,현대3(국평),https://new.land.naver.com/complexes/74,1990.10.20.,"1,056세대(10동)",16억6천500,10억5천,12억8천,12억8천,-23,26건,12건,8억5천,49,5억5천,38건
서울특별시,광진구,현대3(국평),https://new.land.naver.com/complexes/74,1990.10.20.,"1,056세대(10동)",14억9천,10억5천,12억8천,12억8천,-14,26건,0건,8억5천,49,5억5천,38건
서울특별시,광진구,광장현대9단지(국평),https://new.land.naver.com/complexes/77,1999.04.30.,437세대(5동),16억9천,11억6천,12억9천600,12억5천,-26,8건,3건,8억5천,59,7억5천,6건
서울특별시,광진구,신동아파밀리에(국평),https://new.land.naver.com/complexes/3335,2007.10.15.,302세대(8동),16억2천500,13억,13억2천,12억5천,-23,11건,2건,9억,59,8억,4건
서울특별시,광진구,한강우성(국평),https://new.land.naver.com/complexes/87,1993.12.21.,355세대(2동),15억3천,9억9천,14억,12억5천,-18,14건,0건,7억6천,50,6억5천,3건
서울특별시,광진구,구의강변우성아파트(국평),https://new.land.naver.com/complexes/79,1992.12.26.,354세대(3동),13억9천,10억6천500,0,12억,-13,7건,0건,6억7천,54,5억9천,11건
서울특별시,광진구,상록타워아파트(국평),https://new.land.naver.com/complexes/115163,1997.01.13.,200세대(1동),12억9천,12억,12억8천,12억,-6,8건,0건,,,,
서울특별시,광진구,구의현대6단지(국평),https://new.land.naver.com/complexes/82,1994.04.29.,421세대(3동),14억6천,10억,12억9천,11억8천,-19,8건,0건,7억3천,56,6억3천,7건
서울특별시,광진구,래미안파크스위트(소형),https://new.land.naver.com/complexes/112339,2018.09.27.,854세대(12동),13억9천500,6억1천500,11억8천,11억6천,-16,23건,0건,6억8천,50,6억8천,2건
서울특별시,광진구,현대파크빌(소형),https://new.land.naver.com/complexes/24721,2000.08.31.,"1,170세대(13동)",15억2천600,9억,11억1천,11억4천,-25,19건,13건,7억3천,57,6억,9건
서울특별시,광진구,현대5(소형),https://new.land.naver.com/complexes/907,1989.04.21.,581세대(6동),14억8천500,9억,11억1천,10억8천,-27,12건,3건,5억5천,42,5억,2건
서울특별시,광진구,우방리버파크(소형),https://new.land.naver.com/complexes/3342,2003.10.14.,214세대(3동),11억5천,10억3천,0,10억8천,-6,4건,0건,5억8천,40,5억3천,2건
서울특별시,광진구,광장현대9단지(소형),https://new.land.naver.com/complexes/77,1999.04.30.,437세대(5동),13억3천,9억8천,0,10억5천,-21,15건,1건,,,,
서울특별시,광진구,현대프라임(소형),https://new.land.naver.com/complexes/84,1997.03.28.,"1,592세대(15동)",13억,8억8천,10억5천,10억5천,-19,65건,0건,6억,50,5억,18건
서울특별시,광진구,자양7차현대홈타운(소형),https://new.land.naver.com/complexes/3345,2001.05.31.,252세대(4동),12억7천,9억500,10억5천,10억3천,-18,10건,0건,,,,
서울특별시,광진구,현대3(국평),https://new.land.naver.com/complexes/74,1996.12.09.,439세대(2동),16억6천500,11억2천,0,10억,-39,44건,21건,6억5천,43,5억9천,10건
서울특별시,광진구,현대3(국평),https://new.land.naver.com/complexes/74,1996.12.09.,439세대(2동),14억9천,11억2천,0,10억,-32,44건,9건,6억5천,43,5억9천,10건
서울특별시,광진구,현대3(소형),https://new.land.naver.com/complexes/74,1990.10.20.,"1,056세대(10동)",12억7천,9억,9억8천,9억5천,-25,15건,10건,5억,46,5억,3건
서울특별시,광진구,현대3(소형),https://new.land.naver.com/complexes/74,1990.10.20.,"1,056세대(10동)",9억3천,9억,9억8천,9억5천,2,15건,0건,5억,46,5억,3건
서울특별시,광진구,청구(소형),https://new.land.naver.com/complexes/73,1996.07.05.,654세대(4동),12억3천500,8억4천300,9억,9억3천,-24,18건,16건,6억,58,5억,5건
서울특별시,광진구,상록타워아파트(소형),https://new.land.naver.com/complexes/115163,1997.01.13.,200세대(1동),10억9천500,4억6천,10억,8억5천,-22,10건,2건,,,,
서울특별시,광진구,로얄동아(소형),https://new.land.naver.com/complexes/89,1999.09.16.,322세대(4동),10억1천800,8억3천700,8억3천700,8억2천,-19,11건,0건,5억,42,4억5천,5건
서울특별시,구로구,대림e-편한세상4(국평),,2003.05.27.,853세대(15동),16억3천500,13억7천,0,14억,-14,5건,0건,,,,
서울특별시,구로구,디큐브시티(국평),https://new.land.naver.com/complexes/27310,2011.07.18.,524세대(2동),15억3천,11억3천,0,14억,-8,4건,0건,,,,
서울특별시,구로구,대림e-편한세상7(국평),https://new.land.naver.com/complexes/8919,2004.06.16.,411세대(6동),14억5천,12억2천,0,12억,-17,9건,0건,8억,55,8억,1건
서울특별시,구로구,동아2(국평),https://new.land.naver.com/complexes/3209,2000.05.17.,655세대(5동),13억4천750,9억1천,0,11억5천,-14,10건,0건,7억,49,7억,1건
서울특별시,구로구,동아3(국평),https://new.land.naver.com/complexes/3210,2000.11.14.,813세대(9동),14억,10억,10억1천500,11억,-21,14건,2건,,,,
